"FirstName","LastName","MemberNumber","CarNumber","Car","Class","Best","Best Indexed","ClassRank","IndexRank","OverallRank","Rookie","Run 1","Run 1 Pen","Run 2","Run 2 Pen","Run 3","Run 3 Pen","Run 4","Run 4 Pen","Run 5","Run 5 Pen","Run 6","Run 6 Pen","Run 7","Run 7 Pen"
"Chris","Lottes","","713","2022 Mazda MX-5 Club","CS","31.959","25.982","1","14","14","","34.16","","33.491","","31.986","","32.139","","33.875","1","31.959",""
"Lucas","Reller","","217","2001 Chevrolet Corvette Z06","Z-CAMS","31.963","27.104","8","35","15","","34.918","","31.963","","32.451","","31.783","2","32.276","","76.468","DNF"
"Simon","Robins","","107","2004 Chevrolet Corvette Z06","CAMS","31.994","27.130","3","37","16","","163.416","RERUN","33.403","","32.791","","31.994","","33.481","","33.51","","33.024",""
"Quincy","Tambo","","271","2021 BMW M2C","Consolidated-BS","32.030","26.200","1","19","17","","33.324","","32.542","","32.379","","32.03","","32.053","","32.223",""
"Gopihath","Ramchand","","360","2002 Honda S2000","XA","32.151","27.135","5","38","18","","34.834","","33.736","","33.461","1","33.668","","33.368","","32.151",""
"Nick","Bedell","","62"," Scion FRS","P-SSC","32.167","25.894","7","13","19","","33.224","2","33.566","1","33.396","1","32.167","","31.969","1","114.908",""
"Jeffrey","Rye","64","64","1999 Mazda Miata","P-ES","32.196","25.499","3","5","20","","32.381","1","32.665","1","32.399","","32.416","","32.101","1","32.196",""
"Peyton","Goldenstein","","571","2013 Subaru WRX STi","XA","32.278","27.242","6","41","21","","33.643","","33.483","1","32.253","1","32.533","","32.278","","38.961",""
"Ian","Schmitz","","47","2022 Hyundai Veloster N","DS","32.309","26.170","1","18","22","","35.867","","33.342","","33.195","","33.141","","32.915","","32.309",""
"Bryce","Allen","","982","2019 Porsche Cayman S","AS","32.344","26.651","1","28","23","","41.562","DNF","36.255","","32.746","DNF","32.744","","32.344","","32.546",""
"Sean","Wilke","","556"," GR86 ","XA","32.382","27.330","7","45","24","","33.842","","33.646","","33.201","","33.009","2","32.61","","32.382",""
"Derek","Kiefer","","69","1969 Chevrolet Chevelle","CAMT","32.430","26.592","1","27","25","","34.149","","35.986","DNF","32.43","","33.668","","32.372","1","32.737",""
"Eric","Janssen","","11"," Mazda Miata","XB","32.453","27.552","1","49","26","","34.451","","33.875","","33.417","","32.922","","32.608","","32.453",""
"Lyndrell","Novotny","","430","2018 Chevrolet Camaro","CAMC","32.506","26.849","1","31","27","","34.731","","33.785","","32.781","","33.508","","33.099","","32.506",""
"Randy","Williams","","97","2002 Toyota mr 2","ES","32.507","25.745","2","7","28","","33.141","","32.907","","32.507","","33.419","","33.013","","32.836",""
"Emilio","Rescigno","","158","1988 Honda CRX","Z-STS","32.546","26.557","5","25","29","","33.147","1","39.277","","32.759","","32.643","1","33.038","","32.546",""
"Piero","Pucci","","305","2003 Nissan 350Z","XA","32.572","27.490","8","48","30","","36.197","","32.982","","32.777","","33.154","","32.614","","32.572",""
"Jon","Stef","","162"," Scion FRS","Consolidated-SSC","32.589","26.234","2","20","31","","35.383","","160.816","","33.267","","32.921","","33.391","","32.589",""
"Michael","Waich","","527"," Mazda Miata","P-ES","32.616","25.831","4","9","32","","33.291","","32.85","","33.271","","32.97","DNF","32.812","","32.616",""
"Jay","McKoskey","","164","1999 Mazda Miata","P-ES","32.657","25.864","5","11","33","","33.956","1","33.649","","33.325","","32.921","","33.069","","32.657",""
"Jess","Meyer","","28","1980 Porsche 911","XB","32.805","27.851","2","55","34","","33.858","","33.277","","33.425","","33.953","","33.088","","32.805",""
"Tim","Malzahn","","475","2017 Honda Civic Type-R","Z-DS","32.957","26.695","6","29","35","","42.106","DNF","34.197","","34.08","","33.536","","33.747","1","32.957",""
"Kyle","Greene","","77","1999 Mazda Miata","Z-ES","32.995","26.132","4","17","36","","33.785","1","38.681","","33.726","","32.638","1","32.995","","32.605","1"
"Steve","Meschke","","31","1990 Mazda Miata","Z-STS","33.045","26.964","7","32","37","","34.737","","33.241","","34.213","","33.45","","33.045","","33.047",""
"Jon","Pierce-Ruhland","","111"," Mazda Miata","XB","33.081","28.085","3","65","38","","38.049","","34.48","","34.116","","36.515","","33.832","1","33.081",""
"Max","Grant","","749","1990 Chevrolet Corvette","CAMS","33.086","28.056","4","64","39","","37.155","DNF","35.593","1","33.336","","34.845","","33.447","1","33.086",""
"Max","Currie","","788","1980 Porsche 911sc","XB","33.221","28.204","4","68","40","","34.855","","34.142","","33.983","","34.277","1","34.257","","33.221",""
"Jeremy","Poissant","","70","1970 Chevrolet Camaro","CAMT","33.226","27.245","2","43","41","","34.657","","34.386","","33.248","","34.179","","33.226","","33.799",""
"Dwight","Anderson","","843","2019 Ford Fiesta ST","Z-HS","33.228","26.117","3","16","42","","34.807","","33.614","","33.633","DNF","33.848","","33.228","","33.568",""
"Blake","Wilson","","978","2020 Mazda MX-5 RF GT","CS","33.232","27.017","2","34","43","","34.747","","33.141","DNF","41.818","DNF","34.401","1","33.979","","33.232",""
"Dustin","Peterson","","65","2000 Chevrolet Camaro","CAMT","33.317","27.319","3","44","44","","35.795","","34.03","","33.9","","33.953","","33.551","","33.317",""
"Robin","Newborg","","79"," Mazda Miata","P-ES","33.383","26.439","8","23","45","","34.655","","33.944","","41.146","","34.101","","33.592","","33.383",""
"Nathan","Li","","89","2023 Acura Integra","STH","33.447","27.158","1","40","46","","34.845","","33.622","","33.708","","34.109","","33.447","","33.885",""
"Jason","Grant","","748","1990 Chevrolet Corvette","CAMS","33.453","28.368","5","70","47","","35.084","2","34.274","","34.976","","33.958","","34.353","","33.453",""
"Andrew","Deck","","238","2005 Mazda RX8","Z-XA","33.491","28.266","15","69","48","","35.73","","39.6","","34.403","","34.285","","33.491","","33.504",""
"Anthony","Onceler","","74","2017 Chevrolet Camaro","CAMC","33.509","27.678","2","52","49","","35.299","","35.027","","33.96","","34.158","","34.194","","33.509",""
"Alan","Yau","","127","2023 Toyota GR86","Z-DS","33.510","27.143","9","39","50","","34.307","1","35.306","3","33.499","1","34.391","","33.51","","33.197","2"
"Nikolai","A Gybin","","757","2023 Toyota GR86","STR","33.520","27.888","1","57","51","","35.441","","33.606","1","33.52","","33.984","1","33.264","1","32.475","1"
"Mikaila","Conway","","140","2003 Toyota MR2","ES","33.523","26.550","3","24","52","","35.636","","34.562","1","33.523","","34.899","DNF","33.815","","33.54",""
"Gordon","Kuhnley","","81","1990 Mazda Miata","X","33.548","33.548","1","118","53","","34.449","","33.548","","33.582","","34.154","","33.701","","33.668",""
"Patrick","Malzahn","","745","2017 Honda Civic Type-R","Z-DS","33.636","27.245","10","42","54","","33.772","1","33.408","2","33.831","","34.286","","33.636","","33.056","1"
"Ron","Schwanz","","48","1990 Mazda Miata","P-STS","33.683","27.485","10","47","55","","33.911","","34.13","","33.778","","34.16","","35.116","","33.683",""
"David","Parsons","15","15","1993 Mazda Miata","XB","33.699","28.610","5","77","56","","36.362","","34.82","","34.526","","34.786","","33.699","","33.885","1"
"Pheng","Her","","525","2023 Subaru BRZ","STR","33.708","28.045","2","62","57","","34.814","DNF","34.204","","34.559","","34.72","","33.708","","34.279",""
"Anthony","Wolfe","227","227","2002 Chevrolet Corvette Zo6","CAMS","33.720","28.594","6","76","58","","36.098","","34.778","","34.958","","34.178","","41.172","","33.72",""
"Ted","Hough","","968","2022 Hyundai Elantra N-Line","HS","33.806","26.571","1","26","59","","35.288","","34.732","","34.473","","34.221","","33.806","","34.022","1"
"Josh","Howard","","610","2015 Ford Mustang","CAMC","33.912","28.011","3","60","60","","38.18","","34.373","","34.045","","35.055","","33.912","","33.119","1"
"Terry","Schuster","","165","2003 Nissan 350z","XA","33.984","28.682","9","79","61","","35.247","","33.984","","47.947","","34.535","","34.382","","33.988","1"
"Chase","Malkow","358","358","2005 Nissan 350z","STU","34.061","28.372","1","71","62","","36.903","","35.185","1","34.611","","35.339","","34.061","","34.137",""
"Peter","Nolden","","726","2020 Mazda MX-5 Club","CS","34.084","27.710","3","53","63","","35.71","","34.323","1","34.264","","34.529","","34.084","","34.246",""
"Alex","McCleskey","","160","2007 Chevrolet Corvette","CAMS","34.132","28.943","7","84","64","","38.137","DNF","34.504","","34.132",""
"Harold","Kachelmyer","","948","1986 Fordsche 948","XA","34.233","28.892","10","83","65","","35.091","","34.374","","34.312","","34.233","","34.463","","34.472",""
"Giuseppe","Pellizzer","","80","1999 Mazda 10AE Miata","ES","34.242","27.119","4","36","66","","35.285","","35.062","","34.252","","34.242","","34.47","","34.304",""
"Scott","Allen","","304","2019 Ford Fiesta ST","XB","34.246","29.074","6","85","67","","36.244","","35.344","","34.391","","34.632","","34.485","","34.246",""
"Richard","Firkins","","55","2011 Subaru WRX","DS","34.272","27.760","2","54","68","","41.275","","34.922","","34.272","","35.71","","35.724","","34.867",""
"Tanner","Gruba","","87","1990 Mazda Miata","Z-STS","34.344","28.024","13","61","69","","35.82","","35.224","","34.973","","34.555","","34.247","1","34.344",""
"Kim","John  Crumb","","282","2021 Porsche Cayman GTS","Consolidated-SSP","34.350","29.437","5","92","70","","35.984","","35.258","","34.928","","34.839","","34.405","","34.35",""
"Oliver","Moore","","377","2004 Mini Cooper MC40 S","XB","34.430","29.231","7","88","71","","38.036","","37.337","","36.078","","35.847","","34.957","","34.43",""
"Owen","Boyle","","992","2017 Volkswagen Golf GTI","STH","34.482","27.999","2","58","72","","35.262","DNF","35.128","","35.17","","35.11","","35.228","","34.482",""
"Will","Schafer","","24","2019 Fiat 124 Spider Abarth","CS","34.628","28.152","4","67","73","","39.59","","37.568","","36.468","","35.178","","35.044","","34.628",""
"Randy","Cameron","","302","2012 Ford Mustang Boss 302","CAMC","34.644","28.615","4","78","74","","36.278","","35.827","","34.644","","36.348","","35.607","","35.413",""
"Cody","Greene","","177","1999 Mazda Miata","Z-ES","34.664","27.453","11","46","75","","39.038","","35.773","","34.252","2","34.664","","34.734","","35.464",""
"Jeremiah","Jorenby","","255","2010 Subaru Forester XT","XA","34.697","29.284","11","90","76","","43.073","","37.877","","36.364","","35.677","","35.574","","34.697",""
"Erik","Sua","","335","2010 BMW 128i","Z-DS","34.743","28.141","14","66","77","","37.521","","34.839","","34.755","","35.476","","34.743","","34.568","1"
"Robert","Sorensen","","100","2014 Ford Mustang","CAMC","34.844","28.781","5","81","78","","35.627","","42.828","","35.54","1","35.043","","36.34","","34.844",""
"Heidi","Halverson","","10","2005 Lotus Elise","Consolidated-SSP","34.940","29.943","7","99","79","","36.401","","36.868","","35.717","","34.747","1","35.628","","34.94",""
"Nicholas","Albee","","323","2007 Mazda MX-5","CS","34.969","28.429","5","73","80","","39.385","1","37.2","","35.968","","39.615","","36.356","","34.969",""
"Kerry","Anderson","","5","1988 Honda CRX","P-STS","35.022","28.577","11","75","81","","39.268","","40.119","DNF","37.104","DNF","36.823","","35.461","","35.022",""
"Ryan","Huntley","","755","2017 Volkswagen GTI","N","35.027","35.027","1","119","82","","39.349","","35.988","","35.027",""
"Lucas","Firkins","","30","2000 Mazda Mx-5 Miata","N","35.042","35.042","2","120","83","","37.182","","35.859","","35.545","","35.042","","35.138","","34.277","1"
"Randall","Johnson","630","630","2015 Ford Fiesta ST","HS","35.106","27.593","2","50","84","","39.041","DNF","35.808","","35.521","","35.172","","35.106","","35.146",""
"Tyson","Kuchenmeister","","650","2010 Pontiac Vibe","HS","35.107","27.594","3","51","85","","36.493","","48.452","","36.139","1","35.915","2","35.107","","35.234","2"
"Max","Otzenberger","","235","1998 Chevrolet Corvette","CAMS","35.132","29.791","8","97","86","","38.334","","36.069","","35.665","1","35.833","1","35.439","1","35.132",""
"Gary","Schmidt","","737","2023 Acura Integra","Z-GS","35.183","28.005","12","59","87","","36.934","","36.501","","35.865","","37.157","","35.183","","35.486",""
"Steve","Church","","292","1993 Mazda Miata","ES","35.210","27.886","5","56","88","","35.469","","35.21","","35.781","","35.343","","36.043","","36.593",""
"Nick","Downey","","627","2010 Mazda 3","N","35.345","35.345","3","121","89","","37.06","","35.95","","35.888","","35.615","","36.063","","35.345",""
"Simon","Olsen","","464","2011 Subaru WRX Premium","STH","35.406","28.749","3","80","90","","37.222","1","36.248","1","36.326","","35.406","","35.681","","35.005","1"
"Joseph","Anderson","","492","2015 Dodge charger","CAMC","35.425","29.261","6","89","91","","36.439","","35.77","","36.561","","38.502","","35.425","","35.353","1"
"Clay","McCarthy","","222","2016 Mazda MX5","CS","35.476","28.841","6","82","92","","37.665","","36.688","","35.597","","44.712","","35.476","","35.706",""
"Courtney","Sampson","","315","2015 Dodge Challenger hellcat","CAMC","35.520","29.339","7","91","93","","37.859","","35.588","","35.871","","35.52","","35.987","","35.992",""
"Matt","M DeBoer","","778","2023 Audi S3","N","35.574","35.574","4","122","94","","39.226","","37.008","DNF","35.777","DNF","36.038","DNF","36.73","","35.574",""
"Grant","Gapinski","","400","2019 Mazda Mazda","STR","35.579","29.601","3","95","95","","36.491","","35.869","","36.048","","34.841","DNF","37.001","","35.579",""
"Matthew","Gauer","494","494","2013 Ford Focus ST","Consolidated-GS","35.664","28.388","3","72","96","","36.96","1","35.682","DNF","35.86","DNF","36.028","","36.187","","224.312","RERUN","35.664",""
"Ethan","Collins","","479","2012 Volkswagen Jetta GLI","HS","35.692","28.053","4","63","97","","39.263","","37.11","","35.692","","36.554","","36.643","","36.495","1"
"Jake","Konechne","","949","2007 Chevrolet Corvette","Consolidated-SST","35.748","29.885","6","98","98","","38.771","","36.433","","37.217","","36.795","","36.62","","35.748",""
"Douglas","Lindman","","242","1986 Mazda Rx-15","XA","35.784","30.201","12","102","99","","43.181","DNF","39.568","","37.156","","36.977","","43.547","4","35.784",""
"Bryan","Hartshorn","","327","2021 Chevrolet Corvette","N","35.843","35.843","5","123","100","","40.92","","37.856","","36.001","","37.008","","35.843","","36.145",""
"John","DeBoer","","927","1990 Mazda Miata","N","35.850","35.850","6","124","101","","37.368","RERUN","36.003","","36.018","","46.276","DNF","37.786","","36.347","","35.85",""
"James","Mccarthy","","220","2016 Mazda Miata ND","CS","35.925","29.207","7","87","102","","39.3","","36.929","","35.925","","36.929","","37.537","","35.982",""
"Ben","Wadzinski","","437","2018 Tesla Model 3","N","36.072","36.072","7","125","103","","39.635","DNF","38.166","","36.56","","37.776","","36.072","","36.467",""
"Jeff","Lawrence","","193","2002 Chevrolet Corvette Z06","AS","36.092","29.739","2","96","104","","39.52","","38.11","","37.896","","37.013","","36.977","","36.092",""
"Tim","Jaroch","","405","2024 Chevrolet C8 Z51","Consolidated-SS","36.115","30.156","8","101","105","","40.71","","37.554","","36.115","","37.121","","37.396","","36.662",""
"Erik","Ernst","","747","2012 Honda Fit","HS","36.230","28.476","5","74","106","","39.08","","39.502","","37.192","","36.754","","36.533","","36.23",""
"Matt","Moskalik","","76","2013 Scion FRS","DS","36.351","29.444","3","93","107","","40.433","","36.68","","37.555","","47.945","DNF","37.109","","40.277","RERUN","36.351",""
"Mark","Maloney","","310","1986 Dodge Shelby Charger","STH","36.359","29.523","4","94","108","","38.829","","37.127","","36.359","","38.611","","36.971","","36.964",""
"Don","Gettinger","","4","2001 Chevrolet Z-06 Corvette","AS","36.429","30.017","3","100","109","","37.783","","36.78","","37.458","","36.785","","36.741","","36.429",""
"Maurice","Hicks","","301","2014 Audi S4","STU","36.544","30.441","2","106","110","","46.418","DNF","44.51","DNF","43.173","","39.724","","37.027","","36.544",""
"Curt","Crouse","","29","2015 Ford Mustang GT","CAMC","36.563","30.201","8","103","111","","38.105","","37.648","","36.613","","38.94","","36.964","","36.563",""
"Emma","Vossler","","816","2011 BMW 328ix","Consolidated-GS","36.566","29.106","4","86","112","","36.569","","35.802","DNF","39.063","3","37.07","","36.566","","35.986","1"
"Jacob","Soberski","","269","2018 Honda Civic Hatchback","N","36.669","36.669","8","126","113","","40.414","","38.441","","38.721","","38.11","","36.669","","37.097",""
"Arthur","(Rob) Talbott","","35","1998 Ford Mustang","N","36.940","36.940","9","127","114","","40.656","","38.343","","37.769","","36.785","DNF","43.913","DNF","36.94",""
"Jacot","Mendez","","211","2016 Ford Mustang GT","CAMC","37.047","30.600","9","107","115","","38.227","DNF","39.502","","38.255","DNF","42.06","1","37.047","","36.365","2"
"Matthew","Deboer","","770","1990 Mazda Miata","N","37.073","37.073","10","128","116","","39.719","","38.057","","37.697","","37.79","","38.664","","37.073",""
"Chuck","Swensson","","123","2015 Chevrolet Z06 Corvette","N","37.221","37.221","11","130","117","","41.712","","41.038","","39.223","","38.085","","37.744","","37.221",""
"John","Witthaus","","539","2004 Mercury Grand Marquis","CAMC","37.244","30.763","10","108","118","","39.639","","37.874","","57.012","DNF","38.475","","38.181","","37.244",""
"Thomas","Wendel","","840","2001 Acura Integra","N","37.297","37.297","12","131","119","","39.35","","38.037","1","38.128","","38.889","","36.974","1","37.297",""
"Kari","Gerstner","","450","2014 Ford Fiesta ST","STH","37.376","30.349","5","104","120","","38.149","","37.811","","38.284","DNF","37.769","","37.376","","37.754",""
"Mp","Maloney","","307","1986 Dodge Shelby Charger","STH","37.483","30.436","6","105","121","","39.032","","37.512","","37.593","","38.115","","37.483","","36.968","DNF"
"Austin","Stroming","","324","1989 Chevrolet Camaro","CAMT","37.657","30.878","4","109","122","","41.586","","38.079","","36.767","1","38.807","","37.657","","37.461","1"
"Thomas","Haider","","104","2022 Ford Shelby GT 500","CAMC","37.684","31.126","11","110","123","","53.928","","41.22","","40.105","","39.095","","37.684","","39.655",""
"Bret","Otzenberger","","236","1998 Chevrolet Corvette","CAMS","37.731","31.995","9","114","124","","39.785","","38.273","","38.623","","40.115","","38.231","","37.731",""
"Rixin","Zhao","","233","2024 Acura Integra","N","37.906","37.906","13","132","125","","38.852","","37.906","","36.051","1","53.958","","38.248","","36.657","1"
"Joseph","De Jong","","230","2022 Toyota GR86","N","37.916","37.916","14","133","126","","40.086","","40.924","","39.964","","39.377","","38.205","","37.916",""
"Joel","Greimel","","419","1995 Honda Civic","N","37.928","37.928","15","134","127","","40.872","DNF","37.928","","43.629","","42.208","DNF","39.61","1","39.237",""
"Jacob","LaPean","","944","1988 Porsche 944","STR","38.139","31.731","4","112","128","","39.454","","39.222","DNF","39.125","1","40.032","1","38.139","","38.941","1"
"Dennis","OMeara","","611","2019 Chevrolet Corvette Grand Sport","AS","38.200","31.476","4","111","129","","41.564","DNF","39.542","","39.696","","38.2","","39.288","","38.4",""
"Benjamin","Lynch","","428","2016 Volkswagen GTI","N","38.410","38.410","16","135","130","","41.903","","39.68","","39.411","","38.779","","39.288","","38.41",""
"Clay","Miller","","883","1968 Pontiac Gto","N","38.538","38.538","17","136","131","","43.833","","39.918","","39.938","","39.5","","39.498","","38.538",""
"Patrick","Moore","","237","2004 Mini MC40","XB","38.601","32.772","8","116","132","","40.854","","41.215","DNF","39.458","","39.525","","38.601","","40.525",""
"Max","Parker","","994","1991 Mazda Miata","N","38.680","38.680","18","137","133","","39.532","","38.68","","56.841",""
"Brandon","Rhoades","","50","1994 Chevrolet Camero","N","38.784","38.784","19","138","134","","41.296","","39.776","","38.784",""
"Charles","Tommila","","401","2016 Volkswagen Golf gti","STH","39.242","31.864","7","113","135","","55.652","DNF","44.372","","44.759","","42.391","","40.799","","39.242",""
"Christopher","Nolt","","707","2012 Honda Fit","N","39.562","39.562","20","139","136","","50.448","","46.115","","42.194","","39.562","","39.719","","39.608",""
"Ross","Konerza","","410","1970 Plymouth Duster","CAMT","39.766","32.608","5","115","137","","40.809","","40.174","","39.766",""
"Patrick","Olheiser","","299","2004 Chevrolet corvette","STU","40.248","33.526","3","117","138","","47.907","","40.419","","40.174","DNF","40.592","","40.281","","40.248",""
"Ryker","Huseby","","660","1991 Honda Beat","N","40.306","40.306","21","140","139","","55.483","","43.077","","41.143","","51.367","","41.052","","40.306",""
"Russel","Otzenberger","","334","2012 Chevrolet Sonic","N","40.344","40.344","22","141","140","","60.525","","50.615","","47.418","","42.667","","41.186","","40.344",""
"William","Anderson","","152","1994 Pontiac Firebird Formula","N","40.599","40.599","23","142","141","","49.654","","44.42","","42.138","","42.155","DNF","41.77","","40.599",""
"Nathan","DeBoer","","774","1990 Mazda Miata","N","40.615","40.615","24","143","142","","46.92","DNF","43.748","2","43.694","","39.732","DNF","40.615","","39.659","1"
"Kris","Swensson","","144","2020 Ford Mustang GT","N","42.315","42.315","25","144","143","","42.464","DNF","42.519","DNF","42.337","DNF","41.781","DNF","42.315","","41.532","DNF"
"Kevin","Anderson","","151","1989 Chevrolet Corvette","N","46.613","46.613","26","145","144","","53.516","DNF","54.57","","48.453","","51.091","DNF","48.617","","46.613",""
"Bryant","Bussman","","434","2003 Saturn Ion","HS","47.262","37.147","6","129","145","","72.04","DNF","73.86","","68.407","","69.418","","53.132","","47.262",""
"Karl","Svedberg","","145","1968 Chevrolet Corvette 327 ci, 4sp man Maroon Red","INVALID:CAM-T","-","-","-","-","-",""
"Chris","Medower","","113","2005 Infiniti G35 Coupe Red","STU","-","-","-","-","-",""
"Gregory","Lind","","240","2024 Nissan Z Rosewood","XA","-","-","-","-","-",""
"Tianna","nelson Tianna nelson","","767","2014 Dodge Charger Autumnfireburgo","INVALID:CAM-C","-","-","-","-","-",""
"Brendan","Ballard","","453","2016 Smart Fortwo Grey","N","-","-","-","-","-",""
"Bernie","Kaeferlein","","421","2022 Toyota GR86 Red","INVALID:P","-","-","-","-","-",""
"Holden","Froemke","","420","2008 Honda Fit Black","N","-","-","-","-","-",""
"Daye","Stager","","969","2022 Toyota GR86 Neptune Blue","DS","-","-","-","-","-",""
"Cory","Smith","","777","2004 Mazda RX-8 ","STX","-","-","-","-","-",""
"Rick","Sellner","","427","2016 Chevrolet corvette z07 maroon","SS","-","-","-","-","-",""
"Philip","Ethier","","7","1991 Caterham 1700 Super Sprint Yellow/Grey","X","-","-","-","-","-",""
"Steve","Garnjobst","","75","1998 Ford Mustang GT Black","INVALID:P","-","-","-","-","-",""
"Alexander","Engelbert","","435","2000 Chevrolet Corvette ","BS","-","-","-","-","-",""
"Christina","Anderson","","469","2018 Dodge Charger SRT Destroyer grey","INVALID:CAM-C","-","-","-","-","-",""
"Ross","Jacobs","","311","2017 Ford Focus RS Blue","INVALID:Z","-","-","-","-","-",""
"Dan","Nielsen","411","411","1988 Chevrolet corvette white","XP","-","-","-","-","-",""
"Bryan","Ganz","","741","2002 Chevrolet Corvette Z06 Black","AS","-","-","-","-","-",""
"Michael","Mandigo","","471","1987 Chevrolet Camaro Maroon","N","-","-","-","-","-",""
"Jashua","Rodriguez","","93","1990 Mazda Miata Red","INVALID:P","-","-","-","-","-",""
"Simon","Robins","","102","2004 Chevrolet Corvette Z06 Yellow","INVALID:CAM-S","-","-","-","-","-",""
"Nathan","Thalhuber","","711","1991 Toyota MR2 Red","ES","-","-","-","-","-",""
"Matthew","Risley","","680","2023 Mazda MX-5 Black","N","-","-","-","-","-",""
"Christopher","Stromme","","54","1999 Saab 9-3 Convertible SE Black","X","-","-","-","-","-",""
"William","Kim","","987","2024 Toyota  ","N","-","-","-","-","-",""
"Kyle","Edwards","","105","2013 Ford Mustang GT Blue","INVALID:CAM-C","-","-","-","-","-",""
"Steve","Algren","","214","2009 Chevrolet Corvette Red","N","-","-","-","-","-",""
"Daniel","Personius","","500","1997 BMW 318ti red","XA","-","-","-","-","-",""
